Employee ID,Name,Department,Project ID,Date,Task Category,Hours Worked,Remarks
E006,Fiona,Engineering,P119,2025-07-27,Research,4.7,Pending deployment
E009,Ian,Support,P213,2025-07-26,Documentation,6.7,Completed task
E014,Nina,Support,P214,2025-07-12,CustomerSupport,5.2,Client feedback
E007,George,HR,P214,2025-07-14,CustomerSupport,6.0,Client feedback
E007,George,Engineering,P109,2025-07-05,Development,8.5,Needs review
E014,Nina,Engineering,P112,2025-07-04,Development,6.1,Client feedback
E020,Tina,Support,P209,2025-07-09,Design,8.1,Client feedback
E006,Fiona,Support,P208,2025-07-16,Development,5.3,Client feedback
E011,Kevin,Engineering,P118,2025-07-05,ClientMeeting,5.3,On hold
E008,Helen,Support,P209,2025-07-23,Design,4.7,Pending deployment
E003,Charlie,Engineering,P111,2025-07-02,Campaign,5.8,Pending deployment
E020,Tina,Engineering,P119,2025-07-21,Documentation,6.8,On hold
E006,Fiona,Engineering,P111,2025-07-29,Research,8.3,Needs review
E002,Bob,Engineering,P102,2025-07-19,ClientMeeting,5.6,Client feedback
E001,Alice,Engineering,P103,2025-07-25,Research,4.4,Needs review
E013,Martin,Engineering,P106,2025-07-14,Research,7.5,Pending deployment
E017,Quinn,Engineering,P113,2025-07-24,ClientMeeting,4.1,Completed task
E005,Ethan,Engineering,P103,2025-07-27,Training,4.9,Needs review
E018,Rachel,Sales,P209,2025-07-19,Campaign,7.6,Client feedback
E014,Nina,Sales,P216,2025-07-22,Training,5.8,Pending deployment
E020,Tina,Engineering,P114,2025-07-16,Documentation,3.7,Completed task
E005,Ethan,Sales,P219,2025-07-18,CustomerSupport,4.1,Pending deployment
E012,Laura,Engineering,P102,2025-07-11,Development,7.7,Pending deployment
E004,Diana,Engineering,P103,2025-07-14,ClientMeeting,7.4,Needs review
E001,Alice,Engineering,P104,2025-07-07,Training,6.8,Needs review
E009,Ian,Sales,P212,2025-07-16,Research,4.0,Needs review
E003,Charlie,Support,P219,2025-07-03,Campaign,5.9,Work in progress
E009,Ian,Support,P218,2025-07-11,Research,7.9,Completed task
E007,George,Engineering,P111,2025-07-01,CustomerSupport,3.7,Client feedback
E010,Julia,Marketing,P215,2025-07-08,Training,5.2,On hold
E017,Quinn,Sales,P217,2025-07-29,Training,5.1,Needs review
E005,Ethan,Marketing,P205,2025-07-22,CustomerSupport,5.0,Client feedback
E009,Ian,Engineering,P105,2025-07-01,Campaign,4.6,Pending deployment
E017,Quinn,Support,P203,2025-07-27,CustomerSupport,4.1,Needs review
E014,Nina,Engineering,P106,2025-07-05,ClientMeeting,4.7,Completed task
E010,Julia,Engineering,P118,2025-07-07,Training,8.0,Needs review
E017,Quinn,HR,P207,2025-07-21,Training,8.8,Client feedback
E019,Steve,Marketing,P210,2025-07-17,Training,8.0,Completed task
E017,Quinn,Engineering,P101,2025-07-18,Development,7.6,Needs review
E016,Priya,Support,P202,2025-07-11,Campaign,7.6,Work in progress
E018,Rachel,Marketing,P212,2025-07-08,CustomerSupport,8.7,Client feedback
E012,Laura,Engineering,P113,2025-07-16,Testing,4.0,Completed task
E009,Ian,HR,P210,2025-07-11,Documentation,6.7,On hold
E011,Kevin,Engineering,P117,2025-07-27,Training,4.5,Needs review
E018,Rachel,Engineering,P115,2025-07-20,Research,7.5,Completed task
E001,Alice,Engineering,P107,2025-07-07,Research,9.0,Client feedback
E009,Ian,Engineering,P116,2025-07-08,CustomerSupport,3.8,Needs review
E004,Diana,Engineering,P113,2025-07-05,Documentation,4.4,Work in progress
E001,Alice,Sales,P212,2025-07-13,Design,6.3,On hold
E009,Ian,Marketing,P208,2025-07-19,Testing,5.1,Completed task
E010,Julia,Support,P216,2025-07-18,CustomerSupport,5.7,Needs review
E006,Fiona,Support,P219,2025-07-01,ClientMeeting,4.9,Needs review
E011,Kevin,Engineering,P115,2025-07-24,Research,4.1,Needs review
E012,Laura,Engineering,P111,2025-07-01,Research,7.4,Needs review
E019,Steve,Marketing,P208,2025-07-28,Development,5.8,Client feedback
E008,Helen,Support,P210,2025-07-13,ClientMeeting,6.0,Needs review
E007,George,HR,P202,2025-07-23,Development,5.1,On hold
E016,Priya,HR,P201,2025-07-14,ClientMeeting,4.9,Client feedback
E015,Oscar,Sales,P208,2025-07-27,ClientMeeting,5.7,Completed task
E012,Laura,Engineering,P109,2025-07-19,ClientMeeting,8.2,Completed task
E017,Quinn,Support,P211,2025-07-11,Research,8.0,On hold
E007,George,Engineering,P115,2025-07-25,CustomerSupport,8.4,Work in progress
E003,Charlie,Support,P205,2025-07-30,Research,8.4,Pending deployment
E012,Laura,Engineering,P101,2025-07-06,ClientMeeting,4.7,On hold
E018,Rachel,Marketing,P208,2025-07-18,CustomerSupport,7.0,Completed task
E013,Martin,Support,P218,2025-07-05,Research,4.7,Needs review
E017,Quinn,Engineering,P107,2025-07-02,Testing,3.1,Work in progress
E013,Martin,Engineering,P119,2025-07-04,Design,4.8,Work in progress
E018,Rachel,Engineering,P113,2025-07-23,CustomerSupport,3.2,Work in progress
E019,Steve,HR,P206,2025-07-17,Development,8.5,Needs review
E014,Nina,Marketing,P217,2025-07-08,ClientMeeting,6.1,On hold
E017,Quinn,Marketing,P204,2025-07-18,CustomerSupport,3.8,Completed task
E015,Oscar,Engineering,P108,2025-07-28,CustomerSupport,3.4,Completed task
E001,Alice,Sales,P209,2025-07-11,Campaign,6.2,Client feedback
E012,Laura,Engineering,P107,2025-07-09,Training,6.8,Needs review
E004,Diana,Engineering,P102,2025-07-04,Research,6.7,Needs review
E010,Julia,Sales,P206,2025-07-26,CustomerSupport,6.8,Pending deployment
E008,Helen,Marketing,P203,2025-07-03,Design,5.1,Needs review
E002,Bob,Support,P209,2025-07-14,ClientMeeting,4.5,Completed task
E012,Laura,Support,P220,2025-07-10,Design,7.2,Pending deployment
E019,Steve,Support,P204,2025-07-25,ClientMeeting,8.6,Completed task
E009,Ian,HR,P214,2025-07-17,ClientMeeting,7.9,Needs review
E005,Ethan,Engineering,P112,2025-07-18,Documentation,3.2,Client feedback
E006,Fiona,Engineering,P106,2025-07-29,ClientMeeting,7.6,Needs review
E008,Helen,Support,P204,2025-07-27,Development,4.1,Client feedback
E018,Rachel,Engineering,P107,2025-07-04,Development,6.9,On hold
E016,Priya,Engineering,P109,2025-07-11,Research,8.9,Needs review
E014,Nina,Engineering,P108,2025-07-22,Testing,4.2,Needs review
E002,Bob,Marketing,P209,2025-07-25,Development,5.2,Needs review
E013,Martin,Marketing,P211,2025-07-02,Documentation,8.6,Needs review
E010,Julia,Support,P212,2025-07-22,ClientMeeting,4.8,On hold
E007,George,Engineering,P118,2025-07-18,Documentation,7.5,Work in progress
E014,Nina,Support,P201,2025-07-13,Research,7.5,Pending deployment
E017,Quinn,Marketing,P208,2025-07-27,Testing,8.2,Work in progress
E015,Oscar,Engineering,P117,2025-07-23,Campaign,5.8,Work in progress
E006,Fiona,Engineering,P119,2025-07-30,Testing,7.0,Pending deployment
E017,Quinn,Engineering,P103,2025-07-08,Campaign,8.5,Needs review
E005,Ethan,Marketing,P204,2025-07-22,Documentation,4.4,Needs review
E010,Julia,Support,P209,2025-07-26,Research,7.6,On hold
E007,George,Marketing,P206,2025-07-13,Research,4.0,Completed task
E003,Charlie,HR,P208,2025-07-27,Campaign,8.0,Completed task
E012,Laura,Support,P207,2025-07-01,Campaign,5.6,On hold
E020,Tina,Engineering,P115,2025-07-10,Training,6.5,On hold
E008,Helen,Engineering,P104,2025-07-22,Campaign,5.5,On hold
E004,Diana,Engineering,P114,2025-07-22,Training,3.4,Work in progress
E013,Martin,Engineering,P119,2025-07-02,Design,3.2,On hold
E015,Oscar,Support,P216,2025-07-25,Research,4.2,Client feedback
E019,Steve,Sales,P210,2025-07-20,Training,7.4,Client feedback
E015,Oscar,Support,P209,2025-07-13,Campaign,5.5,On hold
E009,Ian,HR,P203,2025-07-02,CustomerSupport,4.7,Needs review
E006,Fiona,Support,P210,2025-07-08,Research,8.1,Pending deployment
E012,Laura,Sales,P220,2025-07-12,Documentation,4.8,On hold
E020,Tina,Engineering,P101,2025-07-16,Testing,8.2,Work in progress
E001,Alice,Support,P218,2025-07-22,Documentation,7.7,On hold
E017,Quinn,Engineering,P110,2025-07-15,CustomerSupport,4.4,Pending deployment
E019,Steve,Marketing,P206,2025-07-08,Campaign,7.5,Work in progress
E020,Tina,Support,P207,2025-07-30,Development,7.8,Needs review
E016,Priya,Engineering,P106,2025-07-16,Design,6.3,Needs review
E008,Helen,Support,P210,2025-07-08,Training,6.0,Pending deployment
E006,Fiona,HR,P204,2025-07-20,Development,4.1,Client feedback
E012,Laura,Marketing,P203,2025-07-27,Campaign,5.0,Work in progress
E016,Priya,Marketing,P214,2025-07-13,Documentation,8.7,Client feedback
E019,Steve,Engineering,P104,2025-07-08,Research,6.3,On hold
E009,Ian,Support,P204,2025-07-03,Campaign,5.0,Client feedback
E010,Julia,Marketing,P220,2025-07-06,Research,7.9,Work in progress
E007,George,Engineering,P117,2025-07-04,Design,4.5,Client feedback
E004,Diana,Engineering,P118,2025-07-20,CustomerSupport,7.4,On hold
E013,Martin,Support,P205,2025-07-23,Campaign,4.0,Completed task
E007,George,Engineering,P119,2025-07-30,Development,3.7,Needs review
E015,Oscar,Engineering,P109,2025-07-10,Design,6.6,Pending deployment
E013,Martin,Engineering,P114,2025-07-21,ClientMeeting,8.1,Work in progress
E015,Oscar,Sales,P211,2025-07-26,Development,5.4,Needs review
E015,Oscar,Engineering,P118,2025-07-20,Campaign,7.2,Pending deployment
E013,Martin,Marketing,P209,2025-07-22,ClientMeeting,8.5,Work in progress
E016,Priya,HR,P203,2025-07-06,Development,7.0,Work in progress
E013,Martin,Engineering,P112,2025-07-12,ClientMeeting,4.3,Client feedback
E006,Fiona,Marketing,P203,2025-07-27,Documentation,6.9,On hold
E006,Fiona,Engineering,P106,2025-07-21,Documentation,7.6,Completed task
E012,Laura,Engineering,P115,2025-07-30,ClientMeeting,5.6,Work in progress
E005,Ethan,Support,P216,2025-07-26,Training,3.3,Client feedback
E019,Steve,Engineering,P103,2025-07-13,Design,5.0,Client feedback
E001,Alice,Engineering,P103,2025-07-18,Design,7.9,On hold
E001,Alice,Engineering,P117,2025-07-19,Design,6.2,Needs review
E009,Ian,Engineering,P102,2025-07-04,ClientMeeting,5.6,On hold
E018,Rachel,Engineering,P103,2025-07-15,Documentation,6.2,On hold
E019,Steve,Marketing,P212,2025-07-14,ClientMeeting,5.4,Needs review
E010,Julia,Engineering,P102,2025-07-21,CustomerSupport,3.9,Client feedback
