----- result of 4: Sorted by Department > Project > Date -----
Design,PRJ191,2025-04-02,EMP0003,Bala sathvik,2.38
Design,PRJ191,2025-05-12,EMP0017,Rishi,6.63
Design,PRJ193,2025-05-02,EMP0008,Maneesh,1.56
Design,PRJ196,2025-03-21,EMP0015,Ram sai,3.65
Design,PRJ196,2025-04-11,EMP0012,Niranjan,7.85
Design,PRJ196,2025-05-31,EMP0019,Saketh,4.44
Design,PRJ197,2025-04-24,EMP0016,Renaiah,2.92
Design,PRJ197,2025-05-05,EMP0005,Chaitanya,1.75
DevOps,PRJ108,2025-04-20,EMP0009,Manoj,10.0
DevOps,PRJ108,2025-06-04,EMP0020,Sameer,8.96
DevOps,PRJ112,2025-04-28,EMP0010,Mourya,5.18
DevOps,PRJ113,2025-04-13,EMP0015,Ram sai,1.01
DevOps,PRJ114,2025-04-26,EMP0019,Saketh,1.32
DevOps,PRJ114,2025-05-16,EMP0007,Madhav,6.21
DevOps,PRJ116,2025-04-25,EMP0009,Manoj,5.9
DevOps,PRJ121,2025-05-04,EMP0024,Vara prasad,2.3
DevOps,PRJ122,2025-03-23,EMP0017,Rishi,3.77
DevOps,PRJ122,2025-05-05,EMP0001,Abhinav,3.29
DevOps,PRJ130,2025-04-05,EMP0022,Surya,3.33
DevOps,PRJ133,2025-03-29,EMP0006,durga prasad,4.24
DevOps,PRJ136,2025-03-16,EMP0020,Sameer,5.72
DevOps,PRJ137,2025-03-18,EMP0012,Niranjan,5.19
DevOps,PRJ137,2025-04-09,EMP0016,Renaiah,7.82
DevOps,PRJ139,2025-03-27,EMP0024,Vara prasad,6.21
DevOps,PRJ139,2025-06-01,EMP0021,Sri sai,2.6
DevOps,PRJ140,2025-05-25,EMP0009,Manoj,7.88
DevOps,PRJ143,2025-04-15,EMP0024,Vara prasad,7.86
DevOps,PRJ144,2025-03-21,EMP0010,Mourya,3.43
DevOps,PRJ144,2025-05-06,EMP0017,Rishi,1.02
DevOps,PRJ148,2025-05-21,EMP0017,Rishi,6.31
DevOps,PRJ152,2025-03-24,EMP0004,Bhanu prakash,7.22
DevOps,PRJ157,2025-04-06,EMP0023,Uday,7.46
DevOps,PRJ158,2025-03-08,EMP0003,Bala sathvik,2.51
DevOps,PRJ160,2025-05-26,EMP0020,Sameer,7.64
DevOps,PRJ169,2025-03-18,EMP0024,Vara prasad,8.44
DevOps,PRJ169,2025-05-21,EMP0018,Sai krishna,7.24
DevOps,PRJ171,2025-05-05,EMP0007,Madhav,4.11
DevOps,PRJ180,2025-04-09,EMP0008,Maneesh,9.45
DevOps,PRJ184,2025-04-15,EMP0013,Rachith,2.16
DevOps,PRJ193,2025-05-14,EMP0014,Ram,9.41
DevOps,PRJ195,2025-03-27,EMP0002,Anand,6.62
DevOps,PRJ196,2025-03-09,EMP0013,Rachith,7.1
DevOps,PRJ196,2025-04-27,EMP0009,Manoj,8.68
DevOps,PRJ199,2025-04-10,EMP0018,Sai krishna,1.11
DevOps,PRJ199,2025-05-22,EMP0015,Ram sai,6.4
Engineering,PRJ101,2025-03-25,EMP0001,Abhinav,6.03
Engineering,PRJ102,2025-04-26,EMP0013,Rachith,1.87
Engineering,PRJ102,2025-05-02,EMP0021,Sri sai,3.0
Engineering,PRJ107,2025-04-21,EMP0009,Manoj,9.66
Engineering,PRJ108,2025-05-04,EMP0004,Bhanu prakash,1.93
Engineering,PRJ112,2025-04-22,EMP0012,Niranjan,6.04
Engineering,PRJ113,2025-04-14,EMP0024,Vara prasad,8.28
Engineering,PRJ113,2025-04-27,EMP0019,Saketh,2.48
Engineering,PRJ114,2025-05-25,EMP0007,Madhav,8.19
Engineering,PRJ117,2025-05-03,EMP0005,Chaitanya,7.88
Engineering,PRJ128,2025-03-26,EMP0001,Abhinav,5.29
Engineering,PRJ129,2025-03-15,EMP0009,Manoj,3.03
Engineering,PRJ131,2025-03-31,EMP0021,Sri sai,5.9
Engineering,PRJ136,2025-04-30,EMP0009,Manoj,9.13
Engineering,PRJ140,2025-05-15,EMP0008,Maneesh,7.79
Engineering,PRJ147,2025-03-14,EMP0024,Vara prasad,6.09
Engineering,PRJ148,2025-04-14,EMP0008,Maneesh,5.45
Engineering,PRJ156,2025-03-09,EMP0005,Chaitanya,6.67
Engineering,PRJ156,2025-04-15,EMP0020,Sameer,4.36
Engineering,PRJ157,2025-03-09,EMP0014,Ram,1.0
Engineering,PRJ158,2025-03-13,EMP0001,Abhinav,4.5
Engineering,PRJ164,2025-04-11,EMP0005,Chaitanya,3.21
Engineering,PRJ175,2025-03-11,EMP0010,Mourya,1.95
Engineering,PRJ177,2025-05-21,EMP0010,Mourya,6.18
Engineering,PRJ180,2025-05-19,EMP0014,Ram,3.71
Engineering,PRJ182,2025-05-05,EMP0018,Sai krishna,2.31
Engineering,PRJ187,2025-04-18,EMP0004,Bhanu prakash,2.72
Engineering,PRJ188,2025-03-22,EMP0003,Bala sathvik,8.65
Engineering,PRJ190,2025-05-26,EMP0017,Rishi,9.05
Engineering,PRJ191,2025-03-18,EMP0005,Chaitanya,8.98
Engineering,PRJ191,2025-05-11,EMP0016,Renaiah,7.85
Engineering,PRJ193,2025-03-26,EMP0020,Sameer,7.52
Engineering,PRJ195,2025-04-01,EMP0008,Maneesh,2.8
Engineering,PRJ197,2025-03-12,EMP0005,Chaitanya,3.79
Engineering,PRJ198,2025-04-09,EMP0020,Sameer,4.6
Finance,PRJ104,2025-04-06,EMP0008,Maneesh,1.94
Finance,PRJ104,2025-06-04,EMP0004,Bhanu prakash,1.09
Finance,PRJ108,2025-05-27,EMP0006,durga prasad,4.05
Finance,PRJ110,2025-04-17,EMP0004,Bhanu prakash,6.65
Finance,PRJ112,2025-04-17,EMP0011,Naga bhushan,9.29
Finance,PRJ114,2025-05-04,EMP0010,Mourya,7.72
Finance,PRJ117,2025-03-18,EMP0013,Rachith,9.88
Finance,PRJ118,2025-04-28,EMP0007,Madhav,8.02
Finance,PRJ118,2025-05-03,EMP0010,Mourya,5.15
Finance,PRJ120,2025-05-11,EMP0005,Chaitanya,1.43
Finance,PRJ123,2025-06-05,EMP0007,Madhav,9.43
Finance,PRJ126,2025-04-07,EMP0016,Renaiah,7.54
Finance,PRJ127,2025-03-28,EMP0017,Rishi,1.87
Finance,PRJ132,2025-04-30,EMP0002,Anand,6.6
Finance,PRJ135,2025-04-28,EMP0013,Rachith,5.04
Finance,PRJ143,2025-04-07,EMP0011,Naga bhushan,7.11
Finance,PRJ147,2025-04-26,EMP0007,Madhav,8.17
Finance,PRJ147,2025-05-13,EMP0020,Sameer,6.35
Finance,PRJ150,2025-05-08,EMP0024,Vara prasad,3.44
Finance,PRJ150,2025-05-22,EMP0013,Rachith,2.88
Finance,PRJ151,2025-05-23,EMP0020,Sameer,7.89
Finance,PRJ153,2025-04-27,EMP0008,Maneesh,1.18
Finance,PRJ155,2025-05-05,EMP0011,Naga bhushan,8.71
Finance,PRJ157,2025-04-30,EMP0006,durga prasad,5.51
Finance,PRJ157,2025-05-05,EMP0012,Niranjan,3.04
Finance,PRJ160,2025-04-21,EMP0001,Abhinav,7.87
Finance,PRJ161,2025-05-29,EMP0008,Maneesh,8.73
Finance,PRJ162,2025-05-23,EMP0001,Abhinav,8.77
Finance,PRJ163,2025-05-05,EMP0003,Bala sathvik,8.85
Finance,PRJ165,2025-03-24,EMP0017,Rishi,7.73
Finance,PRJ165,2025-03-26,EMP0014,Ram,2.12
Finance,PRJ166,2025-03-10,EMP0022,Surya,9.4
Finance,PRJ167,2025-03-18,EMP0018,Sai krishna,3.04
Finance,PRJ169,2025-03-14,EMP0014,Ram,5.06
Finance,PRJ169,2025-04-15,EMP0007,Madhav,6.09
Finance,PRJ173,2025-04-03,EMP0009,Manoj,1.52
Finance,PRJ173,2025-06-05,EMP0024,Vara prasad,5.16
Finance,PRJ175,2025-05-25,EMP0008,Maneesh,7.43
Finance,PRJ179,2025-04-10,EMP0015,Ram sai,9.03
Finance,PRJ179,2025-04-15,EMP0012,Niranjan,8.09
Finance,PRJ180,2025-04-27,EMP0005,Chaitanya,7.44
Finance,PRJ181,2025-05-01,EMP0001,Abhinav,3.86
Finance,PRJ181,2025-05-31,EMP0020,Sameer,4.04
Finance,PRJ182,2025-03-20,EMP0007,Madhav,2.38
Finance,PRJ188,2025-05-13,EMP0010,Mourya,8.02
Finance,PRJ192,2025-05-18,EMP0014,Ram,9.02
Finance,PRJ195,2025-03-22,EMP0008,Maneesh,3.13
Finance,PRJ195,2025-04-24,EMP0018,Sai krishna,8.78
Finance,PRJ196,2025-04-10,EMP0011,Naga bhushan,7.83
HR,PRJ100,2025-03-27,EMP0007,Madhav,6.15
HR,PRJ101,2025-06-06,EMP0020,Sameer,1.81
HR,PRJ102,2025-05-14,EMP0004,Bhanu prakash,8.28
HR,PRJ102,2025-06-06,EMP0009,Manoj,3.34
HR,PRJ105,2025-05-11,EMP0001,Abhinav,8.05
HR,PRJ106,2025-04-09,EMP0002,Anand,2.2
HR,PRJ106,2025-05-15,EMP0010,Mourya,6.36
HR,PRJ110,2025-06-02,EMP0016,Renaiah,2.1
HR,PRJ111,2025-04-11,EMP0009,Manoj,7.26
HR,PRJ112,2025-05-06,EMP0017,Rishi,6.37
HR,PRJ113,2025-05-09,EMP0004,Bhanu prakash,3.32
HR,PRJ115,2025-05-10,EMP0010,Mourya,1.42
HR,PRJ116,2025-04-05,EMP0012,Niranjan,5.73
HR,PRJ122,2025-05-08,EMP0001,Abhinav,2.98
HR,PRJ124,2025-05-16,EMP0013,Rachith,8.09
HR,PRJ125,2025-05-24,EMP0003,Bala sathvik,7.5
HR,PRJ126,2025-05-14,EMP0021,Sri sai,4.51
HR,PRJ134,2025-04-18,EMP0023,Uday,1.4
HR,PRJ142,2025-06-01,EMP0014,Ram,3.4
HR,PRJ143,2025-06-03,EMP0004,Bhanu prakash,1.39
HR,PRJ144,2025-05-03,EMP0003,Bala sathvik,7.86
HR,PRJ145,2025-03-10,EMP0020,Sameer,1.57
HR,PRJ151,2025-05-27,EMP0012,Niranjan,5.52
HR,PRJ154,2025-03-15,EMP0017,Rishi,4.44
HR,PRJ155,2025-04-05,EMP0008,Maneesh,2.58
HR,PRJ157,2025-03-22,EMP0015,Ram sai,1.21
HR,PRJ158,2025-04-18,EMP0013,Rachith,2.13
HR,PRJ159,2025-03-24,EMP0019,Saketh,8.09
HR,PRJ161,2025-04-29,EMP0021,Sri sai,7.24
HR,PRJ162,2025-05-22,EMP0014,Ram,7.98
HR,PRJ163,2025-04-08,EMP0015,Ram sai,3.89
HR,PRJ164,2025-04-01,EMP0012,Niranjan,2.27
HR,PRJ166,2025-03-27,EMP0009,Manoj,6.92
HR,PRJ170,2025-03-13,EMP0019,Saketh,8.6
HR,PRJ171,2025-03-17,EMP0014,Ram,4.0
HR,PRJ176,2025-03-27,EMP0019,Saketh,4.24
HR,PRJ176,2025-04-06,EMP0018,Sai krishna,5.01
HR,PRJ179,2025-04-19,EMP0016,Renaiah,1.63
HR,PRJ181,2025-05-15,EMP0016,Renaiah,8.58
HR,PRJ183,2025-04-27,EMP0014,Ram,8.93
HR,PRJ183,2025-05-22,EMP0017,Rishi,3.76
HR,PRJ191,2025-04-14,EMP0024,Vara prasad,4.88
HR,PRJ195,2025-04-07,EMP0004,Bhanu prakash,3.89
HR,PRJ196,2025-04-25,EMP0006,durga prasad,2.68
IT,PRJ101,2025-05-25,EMP0014,Ram,9.6
IT,PRJ104,2025-04-16,EMP0009,Manoj,4.93
IT,PRJ107,2025-04-07,EMP0023,Uday,1.16
IT,PRJ108,2025-05-29,EMP0003,Bala sathvik,5.99
IT,PRJ111,2025-04-24,EMP0014,Ram,8.26
IT,PRJ117,2025-05-15,EMP0013,Rachith,1.09
IT,PRJ122,2025-03-26,EMP0023,Uday,4.6
IT,PRJ125,2025-03-23,EMP0010,Mourya,6.72
IT,PRJ125,2025-05-19,EMP0007,Madhav,1.02
IT,PRJ131,2025-03-26,EMP0014,Ram,7.93
IT,PRJ141,2025-05-06,EMP0018,Sai krishna,2.08
IT,PRJ149,2025-03-19,EMP0008,Maneesh,3.95
IT,PRJ150,2025-03-20,EMP0004,Bhanu prakash,2.79
IT,PRJ152,2025-04-01,EMP0011,Naga bhushan,7.67
IT,PRJ156,2025-04-26,EMP0008,Maneesh,1.37
IT,PRJ156,2025-05-30,EMP0023,Uday,9.15
IT,PRJ159,2025-04-16,EMP0022,Surya,2.58
IT,PRJ162,2025-06-06,EMP0023,Uday,1.66
IT,PRJ165,2025-05-01,EMP0020,Sameer,9.71
IT,PRJ165,2025-05-17,EMP0008,Maneesh,4.45
IT,PRJ167,2025-04-27,EMP0015,Ram sai,2.35
IT,PRJ178,2025-05-06,EMP0004,Bhanu prakash,8.4
IT,PRJ182,2025-04-02,EMP0007,Madhav,8.56
IT,PRJ185,2025-03-09,EMP0008,Maneesh,6.74
IT,PRJ188,2025-05-18,EMP0021,Sri sai,7.49
IT,PRJ188,2025-05-29,EMP0002,Anand,3.94
IT,PRJ189,2025-03-20,EMP0009,Manoj,1.89
IT,PRJ189,2025-05-28,EMP0013,Rachith,3.41
IT,PRJ194,2025-05-06,EMP0015,Ram sai,8.91
Product Management,PRJ105,2025-03-13,EMP0017,Rishi,5.28
Product Management,PRJ106,2025-03-12,EMP0006,durga prasad,3.71
Product Management,PRJ110,2025-04-05,EMP0018,Sai krishna,3.63
Product Management,PRJ112,2025-05-21,EMP0001,Abhinav,3.32
Product Management,PRJ114,2025-03-16,EMP0016,Renaiah,4.03
Product Management,PRJ115,2025-04-17,EMP0009,Manoj,2.49
Product Management,PRJ117,2025-04-02,EMP0009,Manoj,8.53
Product Management,PRJ120,2025-04-05,EMP0005,Chaitanya,4.89
Product Management,PRJ120,2025-05-08,EMP0003,Bala sathvik,7.91
Product Management,PRJ122,2025-04-08,EMP0024,Vara prasad,8.3
Product Management,PRJ128,2025-03-18,EMP0011,Naga bhushan,2.25
Product Management,PRJ129,2025-05-17,EMP0009,Manoj,3.85
Product Management,PRJ132,2025-05-20,EMP0011,Naga bhushan,5.19
Product Management,PRJ134,2025-03-20,EMP0022,Surya,6.4
Product Management,PRJ135,2025-03-20,EMP0020,Sameer,9.98
Product Management,PRJ135,2025-05-24,EMP0017,Rishi,5.15
Product Management,PRJ137,2025-05-01,EMP0015,Ram sai,6.88
Product Management,PRJ143,2025-03-19,EMP0022,Surya,6.74
Product Management,PRJ143,2025-04-11,EMP0005,Chaitanya,4.24
Product Management,PRJ143,2025-04-21,EMP0015,Ram sai,4.77
Product Management,PRJ146,2025-03-25,EMP0023,Uday,4.31
Product Management,PRJ147,2025-04-02,EMP0008,Maneesh,5.09
Product Management,PRJ148,2025-05-08,EMP0018,Sai krishna,8.52
Product Management,PRJ150,2025-04-08,EMP0002,Anand,4.87
Product Management,PRJ153,2025-03-17,EMP0008,Maneesh,6.02
Product Management,PRJ153,2025-05-09,EMP0003,Bala sathvik,1.56
Product Management,PRJ154,2025-04-07,EMP0023,Uday,6.34
Product Management,PRJ159,2025-04-09,EMP0024,Vara prasad,6.49
Product Management,PRJ162,2025-03-24,EMP0016,Renaiah,6.32
Product Management,PRJ164,2025-04-11,EMP0017,Rishi,1.64
Product Management,PRJ164,2025-06-03,EMP0017,Rishi,7.3
Product Management,PRJ165,2025-03-15,EMP0020,Sameer,4.87
Product Management,PRJ166,2025-05-03,EMP0022,Surya,9.25
Product Management,PRJ170,2025-05-27,EMP0015,Ram sai,9.08
Product Management,PRJ175,2025-04-13,EMP0024,Vara prasad,3.37
Product Management,PRJ179,2025-05-20,EMP0019,Saketh,4.38
Product Management,PRJ180,2025-05-11,EMP0021,Sri sai,2.52
Product Management,PRJ182,2025-04-21,EMP0021,Sri sai,3.41
Product Management,PRJ183,2025-03-17,EMP0021,Sri sai,4.3
Product Management,PRJ185,2025-04-20,EMP0021,Sri sai,8.5
Product Management,PRJ185,2025-05-30,EMP0010,Mourya,2.17
Product Management,PRJ186,2025-06-01,EMP0020,Sameer,5.97
Product Management,PRJ188,2025-03-27,EMP0004,Bhanu prakash,5.28
Product Management,PRJ189,2025-03-15,EMP0024,Vara prasad,7.73
Product Management,PRJ189,2025-04-25,EMP0014,Ram,9.35
Product Management,PRJ190,2025-04-12,EMP0018,Sai krishna,3.48
Product Management,PRJ190,2025-05-05,EMP0017,Rishi,2.7
Product Management,PRJ192,2025-03-12,EMP0014,Ram,5.76
Product Management,PRJ192,2025-03-29,EMP0017,Rishi,5.15
QA,PRJ106,2025-03-18,EMP0016,Renaiah,7.05
QA,PRJ108,2025-06-05,EMP0005,Chaitanya,2.03
QA,PRJ111,2025-03-12,EMP0018,Sai krishna,2.94
QA,PRJ111,2025-05-04,EMP0011,Naga bhushan,3.05
QA,PRJ115,2025-04-16,EMP0002,Anand,1.08
QA,PRJ115,2025-05-01,EMP0008,Maneesh,2.12
QA,PRJ121,2025-04-05,EMP0012,Niranjan,9.4
QA,PRJ121,2025-04-21,EMP0004,Bhanu prakash,3.21
QA,PRJ126,2025-05-25,EMP0012,Niranjan,1.67
QA,PRJ127,2025-04-26,EMP0012,Niranjan,9.47
QA,PRJ132,2025-05-02,EMP0017,Rishi,3.63
QA,PRJ135,2025-04-29,EMP0004,Bhanu prakash,6.05
QA,PRJ137,2025-03-20,EMP0021,Sri sai,8.32
QA,PRJ137,2025-03-24,EMP0014,Ram,2.93
QA,PRJ150,2025-03-09,EMP0015,Ram sai,8.44
QA,PRJ151,2025-04-20,EMP0021,Sri sai,8.37
QA,PRJ152,2025-03-14,EMP0023,Uday,9.46
QA,PRJ153,2025-03-22,EMP0013,Rachith,8.52
QA,PRJ160,2025-04-04,EMP0010,Mourya,5.12
QA,PRJ162,2025-05-09,EMP0006,durga prasad,9.88
QA,PRJ163,2025-05-17,EMP0005,Chaitanya,3.58
QA,PRJ178,2025-03-18,EMP0015,Ram sai,6.95
QA,PRJ180,2025-05-20,EMP0001,Abhinav,2.69
QA,PRJ180,2025-05-28,EMP0004,Bhanu prakash,4.53
QA,PRJ184,2025-04-10,EMP0008,Maneesh,4.67
QA,PRJ185,2025-05-23,EMP0004,Bhanu prakash,8.19
QA,PRJ188,2025-04-11,EMP0013,Rachith,2.78
QA,PRJ190,2025-04-09,EMP0023,Uday,8.32
QA,PRJ190,2025-05-11,EMP0012,Niranjan,4.62
QA,PRJ191,2025-04-25,EMP0008,Maneesh,9.06
Support,PRJ100,2025-05-14,EMP0023,Uday,3.08
Support,PRJ101,2025-04-29,EMP0013,Rachith,2.31
Support,PRJ102,2025-04-06,EMP0004,Bhanu prakash,9.64
Support,PRJ102,2025-04-08,EMP0023,Uday,2.22
Support,PRJ105,2025-03-30,EMP0009,Manoj,6.34
Support,PRJ105,2025-05-03,EMP0008,Maneesh,9.32
Support,PRJ109,2025-05-27,EMP0019,Saketh,5.51
Support,PRJ110,2025-04-30,EMP0023,Uday,8.43
Support,PRJ111,2025-05-15,EMP0021,Sri sai,1.5
Support,PRJ112,2025-04-11,EMP0022,Surya,6.68
Support,PRJ117,2025-05-06,EMP0003,Bala sathvik,3.35
Support,PRJ119,2025-04-07,EMP0022,Surya,7.71
Support,PRJ121,2025-04-04,EMP0012,Niranjan,6.15
Support,PRJ121,2025-05-01,EMP0015,Ram sai,1.0
Support,PRJ124,2025-03-19,EMP0019,Saketh,9.71
Support,PRJ128,2025-05-23,EMP0021,Sri sai,9.39
Support,PRJ129,2025-05-07,EMP0015,Ram sai,3.29
Support,PRJ134,2025-05-17,EMP0009,Manoj,8.42
Support,PRJ134,2025-05-25,EMP0009,Manoj,8.45
Support,PRJ136,2025-03-24,EMP0011,Naga bhushan,2.25
Support,PRJ139,2025-03-25,EMP0016,Renaiah,9.67
Support,PRJ141,2025-04-01,EMP0009,Manoj,1.26
Support,PRJ141,2025-04-17,EMP0014,Ram,2.78
Support,PRJ151,2025-03-15,EMP0004,Bhanu prakash,9.62
Support,PRJ151,2025-05-15,EMP0004,Bhanu prakash,4.42
Support,PRJ152,2025-04-19,EMP0004,Bhanu prakash,5.58
Support,PRJ161,2025-05-10,EMP0009,Manoj,8.76
Support,PRJ166,2025-03-24,EMP0020,Sameer,4.4
Support,PRJ168,2025-03-24,EMP0001,Abhinav,1.07
Support,PRJ170,2025-05-20,EMP0008,Maneesh,2.97
Support,PRJ179,2025-05-16,EMP0005,Chaitanya,3.73
Support,PRJ183,2025-05-04,EMP0010,Mourya,5.84
Support,PRJ183,2025-05-16,EMP0003,Bala sathvik,3.36
Support,PRJ186,2025-05-10,EMP0019,Saketh,9.36
Support,PRJ189,2025-03-24,EMP0006,durga prasad,3.58
Support,PRJ190,2025-03-30,EMP0009,Manoj,6.52
Support,PRJ190,2025-05-31,EMP0016,Renaiah,4.75
Support,PRJ191,2025-05-03,EMP0006,durga prasad,3.18
Support,PRJ192,2025-05-31,EMP0009,Manoj,1.48
Support,PRJ193,2025-04-04,EMP0007,Madhav,8.11
Support,PRJ195,2025-03-23,EMP0011,Naga bhushan,3.42
Support,PRJ195,2025-05-08,EMP0003,Bala sathvik,5.44
Support,PRJ199,2025-05-31,EMP0010,Mourya,3.09

