Employee ID,Name,Department,Project ID,Date,Task Category,Hours Worked,Remarks
E1010,Sunita,Research & Development,P205,12-03-2025,Testing,3,normal task
E1018,Anil,UI/UX,P201,12-02-2025,Bug Fixing,0,meeting
E1009,Anil,Research & Development,P208,03-01-2025,Documentation,2.3,meeting
E1003,Priya,UI/UX,P206,20-04-2025,Documentation,1.3,normal task
E1000,Priya,UI/UX,P201,12-12-2024,Documentation,2.9,urgent
E1006,Amit,Devops,P202,05-03-2025,Testing,7.2,normal task
E1007,Raj,QA,P206,21-12-2024,Development,1.2,meeting
E1017,Kiran,Research & Development,P202,13-02-2025,Testing,8.8,urgent
E1009,Priya,QA,P200,18-04-2025,Bug Fixing,0,meeting
E1014,Amit,QA,P207,20-03-2025,Testing,2.3,normal task
E1009,Amit,Devops,P205,18-05-2025,Testing,0,normal task
E1019,Sunita,Devops,P203,04-12-2024,Bug Fixing,7.3,normal task
E1003,Kiran,Devops,P204,24-01-2025,Bug Fixing,9.3,meeting
E1005,Neha,QA,P204,14-04-2025,Testing,8.5,normal task
E1010,Raj,Research & Development,P209,18-04-2025,Bug Fixing,5.5,normal task
E1026,Raj,Research & Development,P204,28-12-2024,Development,4.1,critical
E1006,Priya,Research & Development,P203,04-12-2024,Testing,5.4,normal task
E1024,Priya,QA,P206,14-04-2025,Bug Fixing,9.8,urgent
E1008,Deepak,Devops,P209,05-05-2025,Bug Fixing,0,urgent
E1027,Vikas,QA,P200,08-02-2025,Testing,2.8,urgent
E1016,Deepak,QA,P205,12-03-2025,Development,0,urgent
E1025,Anil,Devops,P203,05-05-2025,Documentation,0,meeting
E1020,Raj,QA,P204,04-04-2025,Testing,5.8,critical
E1007,Vikas,Devops,P208,01-05-2025,Development,0,critical
E1001,Raj,Research & Development,P204,22-12-2024,Documentation,9.3,urgent
E1025,Amit,QA,P207,05-05-2025,Documentation,0,meeting
E1028,Sunita,Research & Development,P200,23-05-2025,Testing,1.8,urgent
